,smiles,descriptors
1935,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:14]1.Cl[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][Cl:13]>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][CH2:11][CH2:12][Cl:13])[cH:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1936,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:15]1.Cl[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][Cl:14]>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][CH2:11][CH2:12][CH2:13][Cl:14])[cH:15]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1937,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.Cl[C:9](=[O:10])[CH2:11][CH2:12][CH2:13][CH2:14][Cl:15]>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[CH2:11][CH2:12][CH2:13][CH2:14][Cl:15],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1938,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:14][cH:15]1.Cl[C:7](=[O:8])[CH2:9][CH2:10][CH2:11][CH2:12][Cl:13]>>[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][CH2:10][CH2:11][CH2:12][Cl:13])[cH:14][cH:15]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1939,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:24]1[O:25][CH3:26].Cl[C:8](=[O:9])[c:10]1[s:11][c:12]2[cH:13][cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[c:21]2[c:22]1[Cl:23]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[c:10]2[s:11][c:12]3[cH:13][cH:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[c:21]3[c:22]2[Cl:23])[c:24]1[O:25][CH3:26],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1940,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:23][c:24]1[O:25][CH3:26].Cl[C:7](=[O:8])[c:9]1[s:10][c:11]2[cH:12][cH:13][c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[c:20]2[c:21]1[Cl:22]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[c:9]2[s:10][c:11]3[cH:12][cH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[c:20]3[c:21]2[Cl:22])[cH:23][c:24]1[O:25][CH3:26],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1941,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[O:18][CH2:19][CH2:20][O:21]2.Cl[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Br:17]>>[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Br:17])[O:18][CH2:19][CH2:20][O:21]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1942,[CH3:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:18][CH2:19][CH2:20][O:21]2.Cl[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Br:17]>>[CH3:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Br:17])[O:18][CH2:19][CH2:20][O:21]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1943,[CH3:1][CH2:2][c:3]1[cH:7][c:6]2[c:5]([cH:4][cH:17]1)[O:21][CH2:20][CH2:19][O:18]2.Cl[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[Br:16]>>[CH3:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([c:7]([C:8](=[O:9])[c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[Br:16])[cH:17]1)[O:18][CH2:19][CH2:20][O:21]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1944,[CH3:1][CH2:2][c:3]1[cH:7][c:6]2[c:5]([cH:4][cH:17]1)[O:21][CH2:20][CH2:19][O:18]2.Cl[C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([I:14])[cH:15][cH:16]1>>[CH3:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([c:7]([C:8](=[O:9])[c:10]3[cH:11][cH:12][c:13]([I:14])[cH:15][cH:16]3)[cH:17]1)[O:18][CH2:19][CH2:20][O:21]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1945,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[O:18][CH2:19][CH2:20][O:21]2.Cl[C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14]([I:15])[cH:16][cH:17]1>>[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14]([I:15])[cH:16][cH:17]1)[O:18][CH2:19][CH2:20][O:21]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1946,[CH3:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:18][CH2:19][CH2:20][O:21]2.Cl[C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14]([I:15])[cH:16][cH:17]1>>[CH3:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][c:8]1[C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14]([I:15])[cH:16][cH:17]1)[O:18][CH2:19][CH2:20][O:21]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1947,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[c:10]2[cH:11][cH:12][c:13]([c:14]1[OH:15])[CH2:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([cH:22][cH:23]1)[CH2:24][CH2:25]2>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[c:10]2[cH:11][cH:12][c:13]([c:14]1[OH:15])[CH2:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([cH:22][cH:23]1)[CH2:24][CH2:25]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1948,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][c:11]2[cH:12][cH:13][c:14]1[CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([cH:21][c:22]1[OH:23])[CH2:24][CH2:25]2>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][c:11]2[cH:12][cH:13][c:14]1[CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([cH:21][c:22]1[OH:23])[CH2:24][CH2:25]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1949,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][c:11]2[cH:14][c:12]([OH:13])[c:15]1[CH2:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([cH:22][cH:23]1)[CH2:24][CH2:25]2>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][c:11]2[c:12]([OH:13])[cH:14][c:15]1[CH2:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([cH:22][cH:23]1)[CH2:24][CH2:25]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1950,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][c:11]2[cH:12][c:13]([OH:14])[c:15]1[CH2:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([cH:22][cH:23]1)[CH2:24][CH2:25]2>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][c:11]2[cH:12][c:13]([OH:14])[c:15]1[CH2:16][CH2:17][c:18]1[cH:19][cH:20][c:21]([cH:22][cH:23]1)[CH2:24][CH2:25]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1951,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][c:11]2[cH:12][cH:13][c:14]1[CH2:15][CH2:16][c:20]1[cH:19][cH:18][c:17]([cH:23][c:21]1[OH:22])[CH2:24][CH2:25]2>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][c:11]2[cH:12][cH:13][c:14]1[CH2:15][CH2:16][c:17]1[cH:18][cH:19][c:20]([c:21]([OH:22])[cH:23]1)[CH2:24][CH2:25]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1952,Cl[C:5](/[C:3](=[CH:2]/[CH3:1])[CH3:4])=[O:6].[cH:7]1[c:8]([O:9][CH3:10])[cH:11][c:12]([O:13][CH3:14])[c:15]2[c:16]([CH2:17][CH2:18][CH3:19])[cH:20][c:21](=[O:22])[o:23][c:24]12>>[CH3:1][CH:2]=[C:3]([CH3:4])[C:5](=[O:6])[c:7]1[c:8]([O:9][CH3:10])[cH:11][c:12]([O:13][CH3:14])[c:15]2[c:16]([CH2:17][CH2:18][CH3:19])[cH:20][c:21](=[O:22])[o:23][c:24]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1953,Cl[C:5](/[C:3](=[CH:2]/[CH3:1])[CH3:4])=[O:6].[cH:7]1[c:8]([CH2:9][CH2:10][CH3:11])[c:12]2[c:13]([O:14][CH3:15])[cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]2[o:22][c:23]1=[O:24]>>[CH3:1][CH:2]=[C:3]([CH3:4])[C:5](=[O:6])[c:7]1[c:8]([CH2:9][CH2:10][CH3:11])[c:12]2[c:13]([O:14][CH3:15])[cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]2[o:22][c:23]1=[O:24],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1954,Cl[C:5](/[C:3](=[CH:2]/[CH3:1])[CH3:4])=[O:6].[cH:7]1[c:8]([O:9][CH3:10])[cH:11][c:12]2[o:13][c:14](=[O:15])[cH:16][c:17]([CH2:18][CH2:19][CH3:20])[c:21]2[c:22]1[O:23][CH3:24]>>[CH3:1][CH:2]=[C:3]([CH3:4])[C:5](=[O:6])[c:7]1[c:8]([O:9][CH3:10])[cH:11][c:12]2[o:13][c:14](=[O:15])[cH:16][c:17]([CH2:18][CH2:19][CH3:20])[c:21]2[c:22]1[O:23][CH3:24],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1955,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[O:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[O:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1956,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][cH:13][c:14]([O:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][c:14]([O:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1957,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][c:13]([O:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([I:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]([O:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1958,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][c:7]2[s:8][c:9]3[cH:10][c:11]([CH3:12])[s:13][c:14]3[c:15]2[cH:16]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[s:8][c:9]3[cH:10][c:11]([CH3:12])[s:13][c:14]3[c:15]2[cH:16]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1959,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[s:10][c:11]1[cH:12][c:13]([CH3:14])[s:15][c:16]21>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[s:10][c:11]1[cH:12][c:13]([CH3:14])[s:15][c:16]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1960,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[c:5]([CH3:6])[s:7][c:8]2[c:9]1[s:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]21>>[CH3:1][C:2](=[O:3])[c:4]1[c:5]([CH3:6])[s:7][c:8]2[c:9]1[s:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1961,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][c:8]2[s:9][c:10]3[cH:11][c:12]([CH3:13])[s:14][c:15]3[c:16]12>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[s:9][c:10]3[cH:11][c:12]([CH3:13])[s:14][c:15]3[c:16]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1962,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[s:10][c:11]1[cH:12][c:13]([CH3:14])[s:15][c:16]21>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[s:10][c:11]1[cH:12][c:13]([CH3:14])[s:15][c:16]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1963,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:21][cH:22][c:23]2[s:24]1.Cl[C:7](=[O:8])[CH2:9][c:10]1[cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[o:18][c:19]1=[O:20]>>[CH3:1][c:2]1[cH:3][c:4]2[cH:5][c:6]([C:7](=[O:8])[CH2:9][c:10]3[cH:11][c:12]4[cH:13][cH:14][cH:15][cH:16][c:17]4[o:18][c:19]3=[O:20])[cH:21][cH:22][c:23]2[s:24]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1964,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:23]2[s:24]1.Cl[C:9](=[O:10])[CH2:11][c:12]1[cH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[o:20][c:21]1=[O:22]>>[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][c:8]([C:9](=[O:10])[CH2:11][c:12]3[cH:13][c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[o:20][c:21]3=[O:22])[c:23]2[s:24]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1965,[CH3:1][c:2]1[s:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1.Cl[C:11](=[O:12])[CH2:13][c:14]1[cH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[o:22][c:23]1=[O:24]>>[CH3:1][c:2]1[s:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]1[C:11](=[O:12])[CH2:13][c:14]1[cH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2[o:22][c:23]1=[O:24],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1966,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:20][cH:21][cH:22][c:23]2[s:24]1.Cl[C:6](=[O:7])[CH2:8][c:9]1[cH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[o:17][c:18]1=[O:19]>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([C:6](=[O:7])[CH2:8][c:9]3[cH:10][c:11]4[cH:12][cH:13][cH:14][cH:15][c:16]4[o:17][c:18]3=[O:19])[cH:20][cH:21][cH:22][c:23]2[s:24]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1967,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:22][c:23]2[s:24]1.Cl[C:8](=[O:9])[CH2:10][c:11]1[cH:12][c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[o:19][c:20]1=[O:21]>>[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][c:11]3[cH:12][c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[o:19][c:20]3=[O:21])[cH:22][c:23]2[s:24]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1968,[cH:3]1[cH:4][cH:5][cH:6][c:7]([Cl:8])[cH:9]1.Cl[C:2](=[O:1])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[F:16]>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][c:7]([Cl:8])[cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[F:16],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1969,[cH:10]1[cH:14][cH:13][cH:12][cH:11][c:15]1[Cl:16].Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[F:9]>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[Cl:16],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1970,[cH:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1.Cl[C:2](=[O:1])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[F:16]>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[F:16],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1971,Cl[C:24]([CH3:25])=[O:26].[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]([N:10]([CH3:11])[C:12](=[O:13])[c:14]2[cH:15][cH:16][c:17]([Cl:18])[c:19]([N+:20](=[O:21])[O-:22])[cH:23]2)[cH:27]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[cH:8][c:9]([N:10]([CH3:11])[C:12](=[O:13])[c:14]2[cH:15][cH:16][c:17]([Cl:18])[c:19]([N+:20](=[O:21])[O-:22])[c:23]2[C:24]([CH3:25])=[O:26])[cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1972,Cl[C:9]([CH3:10])=[O:11].[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[cH:8][c:12]([N:13]([CH3:14])[C:15](=[O:16])[c:17]2[cH:18][cH:19][c:20]([Cl:21])[c:22]([N+:23](=[O:24])[O-:25])[cH:26]2)[cH:27]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]([C:9]([CH3:10])=[O:11])[c:12]([N:13]([CH3:14])[C:15](=[O:16])[c:17]2[cH:18][cH:19][c:20]([Cl:21])[c:22]([N+:23](=[O:24])[O-:25])[cH:26]2)[cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
