,smiles,descriptors
1145,[CH3:1][CH:2]([C:3]([CH:4]=[CH2:5])=[C:15]1[CH2:16][CH2:17]1)[N:18]1[CH2:19][CH2:20][N:21]([CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1.[CH:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[CH2:14]>>[CH3:1][CH:2]([C:3]1=[CH:4][CH2:5][CH:6]([C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][C:15]12[CH2:16][CH2:17]2)[N:18]1[CH2:19][CH2:20][N:21]([CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1146,[CH3:1][CH:2]([C:3]([CH:4]=[CH2:5])=[C:15]1[CH2:16][CH2:17]1)[N:18]1[CH2:19][CH2:20][N:21]([CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1.[CH2:6]=[CH:7][C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14]>>[CH3:1][CH:2]([C:3]1=[CH:4][CH2:5][CH2:6][CH:7]([C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[C:15]12[CH2:16][CH2:17]2)[N:18]1[CH2:19][CH2:20][N:21]([CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1147,[CH3:1][CH:2]([C:3]([C:4]([c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[O:11][CH2:12][O:13]2)=[CH2:14])=[C:24]1[CH2:25][CH2:26]1)[N:27]1[CH2:28][CH2:29][O:30][CH2:31][CH2:32]1.[CH2:15]=[CH:16][C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23]>>[CH3:1][CH:2]([C:3]1=[C:4]([c:5]2[cH:6][cH:7][c:8]3[c:9]([cH:10]2)[O:11][CH2:12][O:13]3)[CH2:14][CH2:15][CH:16]([C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[C:24]12[CH2:25][CH2:26]2)[N:27]1[CH2:28][CH2:29][O:30][CH2:31][CH2:32]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1148,[CH3:1][CH:2]([C:3]([C:4]([c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[O:11][CH2:12][O:13]2)=[CH2:14])=[C:24]1[CH2:25][CH2:26]1)[N:27]1[CH2:28][CH2:29][O:30][CH2:31][CH2:32]1.[CH:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])=[CH2:23]>>[CH3:1][CH:2]([C:3]1=[C:4]([c:5]2[cH:6][cH:7][c:8]3[c:9]([cH:10]2)[O:11][CH2:12][O:13]3)[CH2:14][CH:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][C:24]12[CH2:25][CH2:26]2)[N:27]1[CH2:28][CH2:29][O:30][CH2:31][CH2:32]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1149,[CH3:1][CH:2]([C:3]([CH:4]=[CH2:5])=[C:17]1[CH2:18][CH2:19]1)[N:20]1[CH2:21][CH2:22][O:23][CH2:24][CH2:25]1.[CH2:6]=[CH:7][S:8](=[O:9])(=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][CH:2]([C:3]1=[CH:4][CH2:5][CH2:6][CH:7]([S:8](=[O:9])(=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[C:17]12[CH2:18][CH2:19]2)[N:20]1[CH2:21][CH2:22][O:23][CH2:24][CH2:25]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1150,[CH3:1][CH:2]([C:3]([CH:4]=[CH2:5])=[C:17]1[CH2:18][CH2:19]1)[N:20]1[CH2:21][CH2:22][O:23][CH2:24][CH2:25]1.[CH:6]([S:7](=[O:8])(=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)=[CH2:16]>>[CH3:1][CH:2]([C:3]1=[CH:4][CH2:5][CH:6]([S:7](=[O:8])(=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][C:17]12[CH2:18][CH2:19]2)[N:20]1[CH2:21][CH2:22][O:23][CH2:24][CH2:25]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1151,[CH3:1][CH2:2][N:3]1[N:4]([C:5](=[O:6])[CH:7]=[CH2:8])[C:24](=[O:25])[CH2:26][C:27]1([CH3:28])[CH3:29].[CH:9]1=[CH:10][CH:11]=[CH:12][CH2:13][N:14]1[C:15](=[O:16])[O:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1>>[CH3:1][CH2:2][N:3]1[N:4]([C:5](=[O:6])[CH:7]2[CH2:8][CH:9]3[CH:10]=[CH:11][CH:12]2[CH2:13][N:14]3[C:15](=[O:16])[O:17][c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[C:24](=[O:25])[CH2:26][C:27]1([CH3:28])[CH3:29],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1152,[CH3:1][CH2:2][N:3]1[N:4]([C:5](=[O:6])[CH:7]=[CH2:8])[C:24](=[O:25])[CH2:26][C:27]1([CH3:28])[CH3:29].[CH:9]1=[CH:10][CH:11]=[CH:12][N:13]([C:14](=[O:15])[O:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23]1>>[CH3:1][CH2:2][N:3]1[N:4]([C:5](=[O:6])[CH:7]2[CH2:8][CH:9]3[CH:10]=[CH:11][CH:12]2[N:13]([C:14](=[O:15])[O:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[CH2:23]3)[C:24](=[O:25])[CH2:26][C:27]1([CH3:28])[CH3:29],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1153,[CH:14]1=[CH:15][CH:16]=[CH:17][CH2:18]1.[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][C:6]1=[CH:13][C:11](=[O:12])[CH:10]=[CH:9][C:7]1=[O:8]>>[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][C:6]12[C:7](=[O:8])[CH:9]=[CH:10][C:11](=[O:12])[CH:13]1[CH:14]1[CH:15]=[CH:16][CH:17]2[CH2:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1154,[CH:11]1=[CH:12][CH:13]=[CH:14][CH2:15]1.[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][C:6]1=[CH:7][C:8](=[O:9])[CH:10]=[CH:16][C:17]1=[O:18]>>[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][C:6]1=[CH:7][C:8](=[O:9])[CH:10]2[CH:11]3[CH:12]=[CH:13][CH:14]([CH2:15]3)[CH:16]2[C:17]1=[O:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1155,[CH:13]1=[CH:18][CH:17]=[CH:16][CH2:15][CH2:14]1.[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]=[C:8]([S:9]([CH3:10])(=[O:11])=[O:12])[S:19]1(=[O:20])=[O:21]>>[CH3:1][S:2](=[O:3])(=[O:4])[C:5]12[CH:6]=[CH:7][C:8]([S:9]([CH3:10])(=[O:11])=[O:12])([CH:13]3[CH2:14][CH2:15][CH:16]=[CH:17][CH:18]13)[S:19]2(=[O:20])=[O:21],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1156,[CH:8]1=[CH:9][CH:10]=[CH:11][CH2:12][CH2:13]1.[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]=[C:14]([S:15]([CH3:16])(=[O:17])=[O:18])[S:19]1(=[O:20])=[O:21]>>[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]2[CH:8]3[CH:9]=[CH:10][CH:11]([CH2:12][CH2:13]3)[C:14]2([S:15]([CH3:16])(=[O:17])=[O:18])[S:19]1(=[O:20])=[O:21],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1157,[CH2:8]=[CH:9][CH:10]=[CH2:11].[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]=[C:12]([S:13]([CH3:14])(=[O:15])=[O:16])[S:17]1(=[O:18])=[O:19]>>[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH:9]=[CH:10][CH2:11][C:12]2([S:13]([CH3:14])(=[O:15])=[O:16])[S:17]1(=[O:18])=[O:19],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1158,[CH2:1]=[CH:2][CH:3]=[CH2:4].[C:5]1([S:6]([CH3:7])(=[O:8])=[O:9])=[CH:10][CH:11]=[C:12]([S:13]([CH3:14])(=[O:15])=[O:16])[S:17]1(=[O:18])=[O:19]>>[CH2:1]=[CH:2][CH:3]1[CH2:4][C:5]2([S:6]([CH3:7])(=[O:8])=[O:9])[CH:10]=[CH:11][C:12]1([S:13]([CH3:14])(=[O:15])=[O:16])[S:17]2(=[O:18])=[O:19],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1159,[CH2:1]=[C:2]([CH3:3])[C:4]([CH3:5])=[CH2:6].[C:7]1([S:8]([CH3:9])(=[O:10])=[O:11])=[CH:12][CH:13]=[C:14]([S:15]([CH3:16])(=[O:17])=[O:18])[S:19]1(=[O:20])=[O:21]>>[CH2:1]=[C:2]([CH3:3])[C:4]1([CH3:5])[CH2:6][C:7]2([S:8]([CH3:9])(=[O:10])=[O:11])[CH:12]=[CH:13][C:14]1([S:15]([CH3:16])(=[O:17])=[O:18])[S:19]2(=[O:20])=[O:21],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1160,[CH2:1]=[C:2]([C:3]([CH3:4])=[CH2:5])[CH3:21].[C:6]1([S:7]([CH3:8])(=[O:9])=[O:10])=[CH:11][CH:12]=[C:13]([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]1(=[O:19])=[O:20]>>[CH3:1][C:2]1=[C:3]([CH3:4])[CH2:5][C:6]2([S:7]([CH3:8])(=[O:9])=[O:10])[CH:11]([CH:12]=[C:13]([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]2(=[O:19])=[O:20])[CH2:21]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1161,[CH2:1]=[C:2]([CH3:3])[C:4]([CH3:5])=[CH2:6].[C:7]1([S:8]([CH3:9])(=[O:10])=[O:11])=[CH:12][CH:13]=[C:14]([Cl:15])[S:16]1(=[O:17])=[O:18]>>[CH2:1]=[C:2]([CH3:3])[C:4]1([CH3:5])[CH2:6][C:7]2([S:8]([CH3:9])(=[O:10])=[O:11])[CH:12]=[CH:13][C:14]1([Cl:15])[S:16]2(=[O:17])=[O:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1162,[CH2:1]=[C:2]([CH3:3])[C:4]([CH3:5])=[CH2:6].[C:7]1([Cl:8])=[CH:9][CH:10]=[C:11]([S:12]([CH3:13])(=[O:14])=[O:15])[S:16]1(=[O:17])=[O:18]>>[CH2:1]=[C:2]([CH3:3])[C:4]1([CH3:5])[CH2:6][C:7]2([Cl:8])[CH:9]=[CH:10][C:11]1([S:12]([CH3:13])(=[O:14])=[O:15])[S:16]2(=[O:17])=[O:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1163,[CH2:1]=[C:2]([C:3]([CH3:4])=[CH2:5])[CH3:18].[C:6]1([S:7]([CH3:8])(=[O:9])=[O:10])=[CH:11][CH:12]=[C:13]([Cl:14])[S:15]1(=[O:16])=[O:17]>>[CH3:1][C:2]1=[C:3]([CH3:4])[CH2:5][C:6]2([S:7]([CH3:8])(=[O:9])=[O:10])[CH:11]([CH:12]=[C:13]([Cl:14])[S:15]2(=[O:16])=[O:17])[CH2:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1164,[CH2:1]=[C:2]([C:3]([CH3:4])=[CH2:5])[CH3:18].[C:6]1([Cl:7])=[CH:8][CH:9]=[C:10]([S:11]([CH3:12])(=[O:13])=[O:14])[S:15]1(=[O:16])=[O:17]>>[CH3:1][C:2]1=[C:3]([CH3:4])[CH2:5][C:6]2([Cl:7])[CH:8]([CH:9]=[C:10]([S:11]([CH3:12])(=[O:13])=[O:14])[S:15]2(=[O:16])=[O:17])[CH2:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1165,[CH2:6]=[CH:7][C:8]([CH:9]([CH3:10])[N:11]1[CH2:12][CH2:13][O:14][CH2:15][CH2:16]1)=[C:17]1[CH2:18][CH2:19]1.[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:20]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]=[C:8]([CH:9]([CH3:10])[N:11]2[CH2:12][CH2:13][O:14][CH2:15][CH2:16]2)[C:17]2([CH2:18][CH2:19]2)[CH2:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1166,[CH2:7]=[CH:8][C:9]([CH:10]([CH3:11])[N:12]1[CH2:13][CH2:14][O:15][CH2:16][CH2:17]1)=[C:18]1[CH2:19][CH2:20]1.[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH2:7][CH:8]=[C:9]([CH:10]([CH3:11])[N:12]2[CH2:13][CH2:14][O:15][CH2:16][CH2:17]2)[C:18]12[CH2:19][CH2:20]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1167,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH:7]1=[CH:22][N:11]([C:12](=[O:13])[O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[CH2:10][CH:9]=[CH:8]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]2[CH:8]=[CH:9][CH:10]1[N:11]([C:12](=[O:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[CH2:22]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1168,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH2:7]1[CH:8]=[CH:9][CH:10]=[CH:11][N:12]1[C:13](=[O:14])[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]2[CH:8]=[CH:9][CH:10]1[CH2:11][N:12]2[C:13](=[O:14])[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1169,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:20].[C:5]1([S:6]([CH3:7])(=[O:8])=[O:9])=[CH:10][CH:11]=[C:12]([S:13]([CH3:14])(=[O:15])=[O:16])[S:17]1(=[O:18])=[O:19]>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]2([S:6]([CH3:7])(=[O:8])=[O:9])[CH:10]([CH:11]=[C:12]([S:13]([CH3:14])(=[O:15])=[O:16])[S:17]2(=[O:18])=[O:19])[CH2:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1170,[CH2:1]=[CH:2][C:3](=[CH2:4])[CH3:5].[C:6]1([S:7]([CH3:8])(=[O:9])=[O:10])=[CH:11][CH:12]=[C:13]([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]1(=[O:19])=[O:20]>>[CH2:1]=[CH:2][C:3]1([CH3:4])[CH2:5][C:6]2([S:7]([CH3:8])(=[O:9])=[O:10])[CH:11]=[CH:12][C:13]1([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]2(=[O:19])=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1171,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:20].[CH:5]1=[C:15]([S:16]([CH3:17])(=[O:18])=[O:19])[S:12](=[O:13])(=[O:14])[C:7]([S:8]([CH3:9])(=[O:10])=[O:11])=[CH:6]1>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]2[CH:6]=[C:7]([S:8]([CH3:9])(=[O:10])=[O:11])[S:12](=[O:13])(=[O:14])[C:15]2([S:16]([CH3:17])(=[O:18])=[O:19])[CH2:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1172,[CH2:1]=[C:2]([CH3:3])[CH:4]=[CH2:5].[C:6]1([S:7]([CH3:8])(=[O:9])=[O:10])=[CH:11][CH:12]=[C:13]([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]1(=[O:19])=[O:20]>>[CH2:1]=[C:2]([CH3:3])[CH:4]1[CH2:5][C:6]2([S:7]([CH3:8])(=[O:9])=[O:10])[CH:11]=[CH:12][C:13]1([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]2(=[O:19])=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1173,[CH2:6]=[C:7]([O:8][CH3:9])[CH:10]=[CH:11][O:12][CH3:13].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:14][C:15](=[O:16])[CH:17]=[CH:18][C:19]1=[O:20]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[CH2:6][C:7]([O:8][CH3:9])=[CH:10][CH:11]([O:12][CH3:13])[CH:14]1[C:15](=[O:16])[CH:17]=[CH:18][C:19]2=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1174,[CH2:13]=[C:14]([O:15][CH3:16])[CH:17]=[CH:18][O:19][CH3:20].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:12][C:10](=[O:11])[CH:9]=[CH:8][C:6]1=[O:7]>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6](=[O:7])[CH:8]=[CH:9][C:10](=[O:11])[CH:12]1[CH2:13][C:14]([O:15][CH3:16])=[CH:17][CH:18]2[O:19][CH3:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1175,[CH2:10]=[C:11]([O:12][CH3:13])[CH:14]=[CH:15][O:16][CH3:17].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][C:7](=[O:8])[CH:9]=[CH:18][C:19]1=[O:20]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][C:7](=[O:8])[CH:9]2[CH2:10][C:11]([O:12][CH3:13])=[CH:14][CH:15]([O:16][CH3:17])[CH:18]2[C:19]1=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1176,[CH:10]([O:11][CH3:12])=[CH:13][C:14]([O:15][CH3:16])=[CH2:17].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][C:7](=[O:8])[CH:9]=[CH:18][C:19]1=[O:20]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][C:7](=[O:8])[CH:9]2[CH:10]([O:11][CH3:12])[CH:13]=[C:14]([O:15][CH3:16])[CH2:17][CH:18]2[C:19]1=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1177,[CH:13]1=[CH:17][CH:16]=[CH:15][CH2:14]1.[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]=[C:8]([S:9]([CH3:10])(=[O:11])=[O:12])[S:18]1(=[O:19])=[O:20]>>[CH3:1][S:2](=[O:3])(=[O:4])[C:5]12[CH:6]=[CH:7][C:8]([S:9]([CH3:10])(=[O:11])=[O:12])([CH:13]3[CH2:14][CH:15]=[CH:16][CH:17]13)[S:18]2(=[O:19])=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1178,[CH:8]1=[CH:12][CH:11]=[CH:10][CH2:9]1.[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]=[C:13]([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]1(=[O:19])=[O:20]>>[CH3:1][S:2](=[O:3])(=[O:4])[C:5]1=[CH:6][CH:7]2[CH:8]3[CH:9]=[CH:10][CH:11]([CH2:12]3)[C:13]2([S:14]([CH3:15])(=[O:16])=[O:17])[S:18]1(=[O:19])=[O:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1179,[CH3:1][CH2:2][O:3][P:4](=[O:5])([O:6][CH2:7][CH3:8])[O:9][C:10]([C:11]1=[CH:15][CH2:14][CH2:13][CH2:12]1)=[CH:23][S:24][CH2:25][CH3:26].[CH:16]1=[CH:22][C:20](=[O:21])[CH2:19][CH2:18][CH2:17]1>>[CH3:1][CH2:2][O:3][P:4](=[O:5])([O:6][CH2:7][CH3:8])[O:9][C:10]1=[C:11]2[CH2:12][CH2:13][CH2:14][CH:15]2[CH:16]2[CH2:17][CH2:18][CH2:19][C:20](=[O:21])[CH:22]2[CH:23]1[S:24][CH2:25][CH3:26],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
